Vehicle_ID,Fuel_Remaining_L,Ethanol_Blend,Speed_kmph,RPM,Temperature_C,AC,Traffic_Level,Vehicle_Load_kg,Acceleration,Driving_Time_hr,Distance_Travelled_km,Fuel_Consumed_L,Road_City,Road_Highway,Road_Rural,Fuel_Efficiency_kmpl,Consumption_Rate_Lpkm,Fuel_Per_Hour_L,Traffic_Score,Driving_Intensity,AC_Load_Indicator,Remaining_Range_km,Remaining_Time_hr
CAR104,12.78,10,11.9,3369.0,31.4,1,0,286.0,0.16,4.27,48.03,6.308,1,0,0,7.614140773620799,0.1313345825525713,1.4772833723653396,0.3,0.2417248677248677,0.6541666666666667,97.30871908687381,8.177203284611243
CAR086,13.24,85,64.9,1499.0,31.9,1,2,263.5,0.76,1.07,70.81,12.578,1,0,0,5.62967085387184,0.17763027820929245,11.755140186915886,1.3,0.4730476190476191,0.6645833333333333,74.53684210526316,1.14848755169897
CAR029,33.36,10,104.7,2093.0,25.8,0,1,259.3,0.09,0.42,44.1,4.521,0,1,0,9.754479097544792,0.10251700680272108,10.764285714285714,0.5,0.32688888888888884,0.0,325.40942269409425,3.108017408730604
CAR069,25.35,20,64.2,2337.0,14.2,1,2,362.4,0.86,3.84,253.93,24.0825,1,0,0,10.544171078584034,0.09483912889378962,6.271484375,1.3,0.5486931216931217,0.29583333333333334,267.2947368421053,4.163469421216593
CAR050,43.38,85,100.1,1767.0,27.4,0,1,315.7,0.52,1.72,151.25,35.01175,1,0,0,4.319978293001635,0.23148264462809917,20.355668604651164,0.8,0.46210582010582013,0.0,187.40065835041094,1.8721344490550544
CAR047,25.09,20,34.5,2694.0,34.2,0,1,299.6,0.45,0.65,22.71,3.537,0,0,1,6.4206955046649705,0.1557463672391017,5.441538461538461,0.6,0.3588412698412698,0.0,161.0952502120441,4.66942754237809
CAR145,9.44,20,74.2,1845.0,13.9,0,1,337.6,0.22,0.33,22.3,3.078,0,1,0,7.244964262508122,0.1380269058295964,9.327272727272726,0.5,0.3067460317460317,0.0,68.39246263807667,0.921731302399955
CAR151,29.45,10,56.0,2273.0,40.4,1,0,395.5,0.77,2.89,147.79,21.951,0,0,1,6.732722882784383,0.14852831720684756,7.595501730103806,0.1,0.4971269841269841,0.8416666666666667,198.27868889800007,3.5406908731785727
CAR011,36.06,10,40.1,2271.0,25.9,0,2,224.6,0.6,3.6,145.49,18.636,0,1,0,7.806932818201331,0.12809127775104817,5.176666666666667,1.0,0.40462433862433866,0.0,281.51799742434,7.020398938262844
CAR052,14.33,0,71.0,1290.0,32.9,0,1,209.5,0.39,0.98,66.43,6.253,1,0,0,10.623700623700625,0.09412915851272015,6.380612244897959,0.8,0.33735449735449735,0.0,152.23762993762995,2.1441919709525346
CAR103,33.84,0,56.7,1693.0,33.5,1,0,161.5,0.37,1.55,87.51,7.171,0,0,1,12.20331892344164,0.08194492058050508,4.626451612903226,0.1,0.3226560846560847,0.6979166666666666,412.9603123692652,7.283250659069933
CAR067,16.22,20,26.6,2820.0,38.4,1,0,313.0,0.75,0.5,12.76,2.276,1,0,0,5.606326889279438,0.17836990595611285,4.552,0.3,0.4613227513227513,0.7999999999999999,90.93462214411248,3.4185948174478376
CAR178,21.96,20,35.6,3070.0,29.7,0,1,238.3,0.27,4.29,143.07,20.063,0,1,0,7.131037232716942,0.1402320542391836,4.6766899766899765,0.5,0.31211640211640207,0.0,156.59757763046406,4.398808360406294
CAR065,7.53,10,65.1,2156.0,19.0,1,1,297.9,0.48,3.23,195.13,7.1535,1,0,0,27.27755644090305,0.036660175267770205,2.2147058823529413,0.8,0.401,0.3958333333333333,205.39999999999998,3.1551459293394775
CAR009,33.29,10,61.1,3085.0,34.2,1,2,260.2,0.32,2.63,142.46,19.648,0,0,1,7.250610749185668,0.1379194159764144,7.470722433460076,1.1,0.37857142857142856,0.7125,241.3728318403909,3.950455512936021
CAR075,18.6,85,32.2,2624.0,26.2,0,1,366.5,0.17,1.53,46.97,14.774,0,1,0,3.17923378908894,0.3145411965084096,9.656209150326797,0.5,0.2475449735449735,0.0,59.13374847705429,1.8364518160575865
CAR062,31.13,20,52.8,2508.0,33.5,1,0,445.0,0.45,2.48,128.58,17.587,0,1,0,7.311082049240917,0.13677865920049773,7.091532258064516,0.0,0.38387301587301587,0.6979166666666666,227.59398419286973,4.3104921248649575
CAR053,44.67,20,39.4,2191.0,39.3,0,0,350.0,0.48,3.65,132.05,21.537,1,0,0,6.131308910247482,0.16309731162438468,5.90054794520548,0.3,0.3550740740740741,0.0,273.885569020755,6.951410381237436
CAR109,12.64,10,24.7,700.0,24.5,1,1,259.3,0.43,1.36,29.14,3.717,1,0,0,7.839655636265806,0.1275566231983528,2.7330882352941175,0.8,0.2383333333333333,0.5104166666666666,99.09324724239978,4.011872357991894
CAR086,25.21,0,65.9,1608.0,18.4,0,0,198.0,0.67,3.01,171.23,14.804,1,0,0,11.566468522021074,0.08645681247444957,4.91827242524917,0.3,0.44675661375661374,0.0,291.59067144015125,4.424744634903661
CAR154,29.17,20,45.3,2471.0,26.6,0,1,391.5,0.75,2.13,84.42,13.056,1,0,0,6.465992647058824,0.1546552949538024,6.129577464788732,0.8,0.47933333333333333,0.0,188.61300551470592,4.163642505843398
CAR054,31.99,20,41.6,2924.0,19.6,0,0,347.9,0.49,2.55,103.26,17.329,1,0,0,5.958797391655606,0.1678190974239783,6.795686274509805,0.3,0.39775661375661375,0.0,190.62192855906284,4.582257898054395
CAR040,42.1,20,75.4,2005.0,17.2,0,2,265.7,0.5,1.09,78.33,12.671,0,0,1,6.181832530976245,0.16176433039703816,11.624770642201833,1.1,0.4202910052910053,0.0,260.25514955409994,3.451659808409813
CAR113,38.92,0,86.9,3078.0,28.4,0,0,253.2,0.52,0.9,78.17,6.541,0,1,0,11.950772053202874,0.0836766022770884,7.267777777777778,0.0,0.5000899470899471,0.0,465.1240483106559,5.352405619225038
CAR123,37.47,0,53.4,1403.0,36.1,1,0,82.1,0.58,3.98,185.57,14.345,0,1,0,12.936214708957824,0.07730236568410843,3.60427135678392,0.0,0.38051322751322747,0.7520833333333333,484.7199651446496,9.077152905330518
CAR083,32.95,0,73.1,1370.0,27.85,0,0,317.9,0.13,2.0,147.39,10.65,1,0,0,13.839436619718308,0.07225727661306738,5.325,0.3,0.24875661375661376,0.0,456.00943661971826,6.238159187684245
CAR071,31.61,20,58.0,1709.0,30.3,0,0,376.9,0.17,1.47,89.21,10.571,0,1,0,8.439125910509885,0.1184956843403206,7.191156462585034,0.0,0.2517513227513227,0.0,266.7607700312175,4.599323621227888
CAR177,39.71,85,49.9,2147.0,27.85,1,1,207.4,0.38,4.27,223.57,35.01175,1,0,0,6.385570558455376,0.1566030773359574,8.199473067915692,0.8,0.33538624338624334,0.5802083333333333,253.57100687626297,5.0815833041335265
CAR112,22.07,20,19.3,2005.0,29.6,1,2,259.3,0.4,4.07,75.96,11.477,0,1,0,6.618454299904156,0.1510926803580832,2.81990171990172,1.0,0.2793650793650794,0.6166666666666667,146.0692863988847,7.568356808232369
CAR146,44.72,0,34.0,1942.0,31.6,0,1,278.3,0.86,4.18,130.94,11.949,0,1,0,10.958239183195246,0.09125553688712387,2.8586124401913877,0.5,0.4739576719576719,0.0,490.0524562724914,14.413307537426217
CAR094,7.24,10,32.3,2163.0,26.9,1,2,168.3,0.11,3.97,118.86,6.878,0,1,0,17.281186391392847,0.057866397442369176,1.7324937027707807,1.0,0.20355555555555557,0.5604166666666667,125.11578947368422,3.8735538536744345
CAR142,39.1,20,36.4,1702.0,37.3,0,0,271.5,0.27,2.24,83.43,11.494,1,0,0,7.258569688533148,0.13776818890087497,5.13125,0.3,0.24845502645502646,0.0,283.8100748216461,7.79698007751775
CAR139,32.62,10,19.6,3376.0,35.9,0,2,314.1,0.22,1.4,25.47,3.694,0,0,1,6.894964807796426,0.14503337259521007,2.638571428571429,1.1,0.27853968253968253,0.0,224.9137520303194,11.475191430118334
CAR011,27.89,20,180.0,1266.0,21.4,0,2,178.3,0.83,2.72,222.34,26.4955,0,0,1,8.39161367024589,0.11916659170639561,9.740992647058823,1.1,0.701026455026455,0.0,234.04210526315788,1.3002339181286549
CAR034,4.86,20,50.7,2089.0,33.2,0,1,139.9,0.31,1.49,74.99,4.617,0,0,1,16.242148581329868,0.061568209094545946,3.0986577181208053,0.6,0.30817989417989416,0.0,78.93684210526317,1.5569396864943426
CAR186,40.31,20,25.5,2028.0,26.9,1,0,281.3,0.8,0.7,16.06,2.444,0,0,1,6.571194762684124,0.15217932752179328,3.4914285714285715,0.1,0.44008994708994714,0.5604166666666667,264.88486088379705,10.38764160328616
CAR146,41.19,20,42.8,2287.0,22.1,1,1,219.6,0.58,2.62,101.27,17.808,1,0,0,5.686769991015274,0.17584674632171424,6.796946564885496,0.8,0.402978835978836,0.4604166666666667,234.23805592991914,5.472851774063532
CAR018,2.43,20,42.3,1594.0,31.5,0,2,377.0,0.8,1.2,50.98,2.3085,1,0,0,22.083604071908166,0.04528246371125932,1.92375,1.3,0.45053439153439157,0.0,53.66315789473685,1.2686325743436608
CAR079,18.13,20,42.4,2792.0,20.7,0,0,252.1,0.58,2.15,92.68,12.007,0,1,0,7.718830682102108,0.12955330168321103,5.584651162790697,0.0,0.4262857142857142,0.0,139.9424002665112,3.3005283081724346
CAR188,21.71,20,95.3,2542.0,40.6,1,2,275.2,0.11,1.19,106.35,18.801,1,0,0,5.656614009893091,0.17678420310296192,15.799159663865545,1.3,0.3382698412698413,0.8458333333333333,122.80509015477901,1.2886158463250683
CAR113,16.19,10,66.3,1910.0,30.2,0,0,336.4,0.68,0.45,25.55,2.737,0,1,0,9.335038363171355,0.10712328767123287,6.082222222222223,0.0,0.46558201058201054,0.0,151.13427109974424,2.279551600297802
CAR072,25.8,10,32.4,2138.0,30.1,0,0,320.4,0.15,4.03,114.39,13.367,1,0,0,8.557641954065982,0.11685462015910482,3.3168734491315135,0.3,0.21736507936507934,0.0,220.78716241490235,6.814418593052542
CAR125,44.34,20,33.5,2444.0,20.5,0,0,428.4,0.11,3.32,94.63,12.096,0,0,1,7.823247354497354,0.12782415724400298,3.6433734939759037,0.1,0.2191587301587302,0.0,346.8827876984127,10.354710080549633
CAR090,26.02,10,35.7,811.0,12.2,0,2,144.5,0.63,2.37,73.88,10.474,1,0,0,7.05365667366813,0.1417704385489984,4.419409282700422,1.3,0.338063492063492,0.0,183.53614664884475,5.141068533581085
CAR195,8.58,20,61.1,2242.0,24.8,0,2,295.4,0.73,2.56,139.98,8.151,1,0,0,17.173352962826645,0.05822974710672953,3.1839843749999996,1.3,0.49028042328042326,0.0,147.3473684210526,2.4115772245671456
CAR093,23.71,20,23.6,3287.0,26.5,0,1,404.2,0.13,1.36,28.57,4.524,1,0,0,6.315207780725022,0.15834791739586979,3.326470588235294,0.8,0.24837566137566136,0.0,149.73357648099028,6.344643071228401
CAR110,41.66,20,32.1,2340.0,22.8,1,1,332.3,0.79,1.37,43.44,6.832,0,1,0,6.3583138173302105,0.1572744014732965,4.986861313868612,0.5,0.4634656084656084,0.47500000000000003,264.88735362997653,8.251942480684626
CAR039,6.76,85,57.0,2380.0,26.9,1,1,298.8,0.42,3.9,222.99,6.422,0,1,0,34.722827779507945,0.02879949773532445,1.6466666666666667,0.5,0.3744444444444444,0.5604166666666667,234.7263157894737,4.118005540166205
CAR037,40.85,85,53.6,2561.0,19.2,1,0,102.4,0.35,1.57,72.67,22.322,0,1,0,3.255532658363946,0.30716939589927067,14.217834394904457,0.0,0.3508412698412699,0.39999999999999997,132.9885090941672,2.481128901010582
CAR016,43.31,10,38.5,2819.0,22.7,0,1,246.0,0.65,0.7,26.96,3.682,1,0,0,7.322107550244433,0.1365727002967359,5.260000000000001,0.8,0.4462751322751323,0.0,317.12047800108644,8.236895532495751
CAR032,13.87,85,78.6,1932.0,32.5,1,2,172.2,0.66,3.55,251.1,13.1765,0,1,0,19.056653891397563,0.052475109518120275,3.7116901408450707,1.0,0.482,0.6770833333333334,264.31578947368416,3.36279630373644
CAR078,35.65,10,17.6,2592.0,29.4,1,2,258.2,0.47,4.14,75.62,11.704,1,0,0,6.461038961038961,0.15477386934673368,2.8270531400966186,1.3,0.33009523809523805,0.6124999999999999,230.33603896103895,13.087274940968122
CAR056,19.53,10,72.8,1501.0,32.3,0,1,333.8,0.84,2.24,169.92,18.422,0,1,0,9.2237542069265,0.108415725047081,8.224107142857143,0.5,0.5174021164021164,0.0,180.13991966127458,2.474449445896629
CAR039,16.32,10,66.5,3043.0,16.4,0,2,228.8,0.17,3.79,253.21,15.504,1,0,0,16.331914344685245,0.06122980924923976,4.090765171503958,1.3,0.33101587301587304,0.0,266.5368421052632,4.00807281361298
CAR017,42.91,10,26.7,1958.0,32.2,0,1,403.9,0.43,2.15,57.64,6.936,1,0,0,8.310265282583622,0.12033310201249132,3.226046511627907,0.8,0.3019417989417989,0.0,356.5934832756632,13.355561171373154
CAR069,15.73,85,50.5,1715.0,34.0,1,2,274.2,0.35,1.03,49.01,14.9435,1,0,0,3.2796868203566767,0.3049071618037135,14.508252427184466,1.3,0.3048148148148148,0.7083333333333334,51.589473684210525,1.0215737363210005
CAR078,17.38,20,49.5,2296.0,23.2,0,2,234.2,0.2,0.32,15.65,2.194,0,1,0,7.133090246125798,0.14019169329073483,6.856249999999999,1.0,0.2750740740740741,0.0,123.97310847766636,2.504507241973058
CAR155,38.75,10,38.2,1943.0,39.5,0,1,187.5,0.73,1.74,63.08,8.126,0,0,1,7.762736893920748,0.12882054533925175,4.670114942528735,0.6,0.43363492063492065,0.0,300.806054639429,7.874504048152591
CAR054,6.09,20,30.4,2104.0,15.5,1,2,353.5,0.84,2.46,68.87,5.7855,0,1,0,11.90389767522254,0.08400609844634818,2.3518292682926827,1.0,0.46759788359788357,0.3229166666666667,72.49473684210527,2.3846952908587262
CAR124,27.84,20,15.1,1995.0,24.8,1,2,264.3,0.58,2.33,35.37,6.128,1,0,0,5.77186684073107,0.1732541702007351,2.6300429184549357,1.3,0.33777777777777773,0.5166666666666667,160.688772845953,10.641640585824701
CAR160,4.41,10,28.3,1207.0,30.6,1,1,278.6,0.17,0.86,20.89,2.449,1,0,0,8.530012249897919,0.11723312589755863,2.847674418604651,0.8,0.1728465608465609,0.6375000000000001,37.617354022049824,1.3292351244540574
CAR096,21.08,10,59.1,2455.0,18.6,0,1,267.2,0.68,0.29,15.68,2.002,0,0,1,7.8321678321678325,0.12767857142857142,6.903448275862068,0.6,0.47820105820105824,0.0,165.1020979020979,2.7936057174635858
CAR037,4.65,10,61.3,2814.0,28.8,0,2,333.8,0.56,2.79,146.24,4.4175,0,1,0,33.10469722693831,0.03020719365426696,1.5833333333333335,1.0,0.45492592592592596,0.0,153.93684210526317,2.511204602043445
CAR008,44.81,85,72.4,1379.0,26.5,1,0,286.2,0.83,2.01,128.33,35.01175,1,0,0,3.665340921262148,0.27282591755630015,17.418781094527365,0.3,0.5071481481481482,0.5520833333333334,164.24392668175685,2.2685625232286855
CAR096,13.59,20,38.6,1913.0,28.8,1,2,437.7,0.65,0.45,17.0,3.275,1,0,0,5.190839694656488,0.1926470588235294,7.277777777777778,1.3,0.4033174603174603,0.6,70.54351145038167,1.8275521101135148
CAR186,26.84,20,37.8,2208.0,33.0,0,0,440.6,0.22,2.75,92.2,11.596,1,0,0,7.951017592273198,0.1257700650759219,4.216727272727272,0.3,0.2566243386243386,0.0,213.40531217661263,5.645643179275467
CAR157,36.19,20,19.8,2141.0,32.9,1,1,241.7,0.07,4.08,84.78,12.888,1,0,0,6.578212290502793,0.15201698513800424,3.1588235294117646,0.8,0.16454497354497355,0.6854166666666667,238.06550279329608,12.02351024208566
CAR188,42.67,20,61.6,1865.0,16.5,1,0,76.4,0.27,0.56,32.23,4.049,0,0,1,7.959990121017534,0.12562829661805774,7.230357142857143,0.1,0.3028835978835979,0.34375,339.6527784638182,5.513843806230815
CAR030,34.9,20,63.9,1884.0,48.0,0,0,310.1,0.9,1.92,105.59,19.7,1,0,0,5.359898477157361,0.18657069798276352,10.260416666666666,0.3,0.5413809523809524,0.0,187.0604568527919,2.9273936909670093
CAR115,22.84,0,19.4,2026.0,6.6,1,0,363.7,0.51,2.31,46.82,4.255,0,0,1,11.00352526439483,0.09087996582656983,1.8419913419913418,0.1,0.32129100529100524,0.13749999999999998,251.3205170387779,12.95466582674113
CAR011,11.88,20,50.0,2943.0,22.4,0,2,225.9,0.43,3.94,219.38,11.286,0,0,1,19.43824206982102,0.051444981310967274,2.864467005076142,1.1,0.39199470899470895,0.0,230.92631578947373,4.618526315789475
CAR019,34.19,10,59.0,2427.0,33.8,1,1,137.6,0.18,3.0,174.85,21.575,1,0,0,8.104287369640788,0.12339147841006577,7.191666666666666,0.8,0.2914973544973545,0.7041666666666666,277.08558516801855,4.6963658503053995
CAR007,41.24,10,37.7,3140.0,24.9,0,0,235.0,0.85,0.28,9.44,1.298,1,0,0,7.2727272727272725,0.1375,4.635714285714285,0.3,0.5341534391534392,0.0,299.92727272727274,7.955630576320231
CAR067,14.25,85,60.3,2772.0,33.6,0,2,433.4,0.65,3.8,236.89,13.5375,0,1,0,17.498799630655586,0.05714677698509857,3.5625,1.0,0.4844074074074074,0.0,249.3578947368421,4.135288469931047
CAR100,44.83,20,45.5,2122.0,31.5,0,2,432.3,0.35,1.71,70.46,11.765,0,0,1,5.988950276243093,0.16697416974169743,6.880116959064328,1.1,0.3149365079365079,0.0,268.4846408839779,5.900761338109404
CAR009,20.26,20,38.4,2225.0,23.7,1,1,346.4,0.61,3.75,128.13,19.247,1,0,0,6.657141372681457,0.15021462577070163,5.132533333333333,0.8,0.40298941798941795,0.49374999999999997,134.8736842105263,3.5123355263157894
CAR117,19.0,20,38.2,2173.0,18.0,0,2,125.0,0.07,0.6,20.18,3.062,1,0,0,6.590463749183541,0.15173439048562934,5.1033333333333335,1.3,0.20014285714285718,0.0,125.21881123448728,3.277979351688148
CAR027,24.8,85,54.6,2518.0,26.5,1,2,242.2,0.55,2.67,133.81,23.56,1,0,0,5.679541595925298,0.17607054779164485,8.823970037453183,1.3,0.4247195767195768,0.5520833333333334,140.85263157894738,2.5797185270869485
CAR089,33.48,20,38.7,2071.0,28.5,1,1,268.6,0.41,1.5,51.52,8.309,1,0,0,6.200505475989892,0.16127717391304344,5.5393333333333326,0.8,0.3221375661375661,0.59375,207.59292333614155,5.364158225740091
CAR001,28.63,20,37.4,3024.0,32.3,1,1,251.9,0.07,1.36,52.34,8.319,1,0,0,6.291621589133309,0.15894153611004969,6.116911764705883,0.8,0.23918518518518517,0.6729166666666666,180.12912609688664,4.8162867940344025
CAR138,37.87,85,43.7,2135.0,25.0,0,2,230.7,0.4,1.24,47.9,16.666,1,0,0,2.8741149645985837,0.34793319415448853,13.440322580645162,1.3,0.3307407407407408,0.0,108.84273370934835,2.490680405248246
CAR125,24.08,10,62.2,2375.0,48.0,0,2,141.5,0.31,3.25,201.67,22.876,1,0,0,8.815789473684209,0.11343283582089554,7.0387692307692316,1.3,0.3430952380952381,0.0,212.28421052631575,3.412929429683533
CAR025,2.95,20,58.9,1385.0,17.6,1,2,419.1,0.87,2.86,166.48,2.8025,1,0,0,40.0,0.016833853916386355,0.979895104895105,1.3,0.4972486772486773,0.3666666666666667,118.0,2.00339558573854
CAR077,26.19,10,37.0,2418.0,28.3,0,2,431.1,0.51,3.79,123.45,15.473,0,1,0,7.97841401150391,0.12533819360064805,4.082585751978892,1.0,0.3725502645502645,0.0,208.9546629612874,5.647423323278038
CAR171,16.34,10,15.3,2241.0,45.1,1,1,344.5,0.84,3.34,53.6,8.505,0,1,0,6.302175191064079,0.15867537313432836,2.546407185628743,0.5,0.44615873015873014,0.9395833333333333,102.97754262198706,6.7305583413063435
CAR017,17.33,85,50.3,1831.0,27.85,1,0,201.1,0.51,3.23,165.56,16.463499999999996,0,1,0,10.05618489385611,0.09944129016670691,5.0970588235294105,0.0,0.3692275132275132,0.5802083333333333,174.27368421052634,3.464685570785812
CAR015,40.79,20,15.0,1484.0,21.4,0,2,81.8,0.75,4.42,67.45,9.569,0,1,0,7.048803427735395,0.14186805040770942,2.164932126696833,1.0,0.37622222222222224,0.0,287.52069181732674,19.168046121155115
CAR083,29.05,10,63.4,700.0,35.1,0,2,119.9,0.19,0.69,40.44,4.444,1,0,0,9.0999099909991,0.10989119683481702,6.440579710144928,1.3,0.22111111111111112,0.0,264.3523852385239,4.169595981680187
CAR167,29.78,0,67.8,2631.0,24.0,1,2,113.1,0.84,4.28,263.11,28.291,1,0,0,9.30013078364144,0.10752536961727034,6.610046728971962,1.3,0.5619523809523809,0.5,276.9578947368421,4.084924701133365
CAR088,8.44,85,53.9,2889.0,23.0,0,2,217.6,0.42,1.24,59.84,8.017999999999999,1,0,0,7.4632077824894,0.13399064171122993,6.466129032258063,1.3,0.3929417989417989,0.0,62.98947368421053,1.1686358754027928
CAR189,32.01,85,58.4,2096.0,37.9,1,2,419.0,0.47,1.07,58.91,22.253,1,0,0,2.6472835123354153,0.377745713800713,20.79719626168224,1.3,0.382031746031746,0.7895833333333333,84.73954522985663,1.4510196101002848
CAR084,24.13,20,45.6,2010.0,20.0,0,1,313.5,0.08,2.1,92.0,13.288,1,0,0,6.923540036122818,0.14443478260869566,6.327619047619048,0.8,0.20978835978835977,0.0,167.06502107164357,3.663706602448324
CAR161,43.13,20,37.7,1981.0,34.2,1,1,72.0,0.86,2.25,78.92,13.645,0,0,1,5.783803591058996,0.17289660415610744,6.064444444444444,0.6,0.48266666666666663,0.7125,249.45544888237453,6.616855408020544
CAR074,36.81,0,64.7,2172.0,33.6,1,0,188.2,0.12,2.45,147.63,13.268,1,0,0,11.126771178776002,0.08987333197859515,5.415510204081633,0.3,0.2676878306878307,0.7000000000000001,409.57644709074464,6.33039330897596
CAR168,42.6,10,43.6,2835.0,22.9,1,0,85.2,0.39,2.54,114.6,10.791,0,1,0,10.619961078676674,0.09416230366492147,4.248425196850394,0.0,0.3601851851851852,0.4770833333333333,452.4103419516263,10.3763839897162
CAR107,43.18,0,60.1,1331.0,27.2,0,2,183.9,0.2,0.44,26.52,2.818,1,0,0,9.410929737402412,0.10625942684766214,6.404545454545454,1.3,0.24875132275132275,0.0,406.3639460610362,6.7614633288025985
CAR197,24.42,10,49.0,2148.0,21.5,0,0,259.5,0.28,2.84,145.9,17.013,1,0,0,8.575794980309174,0.11660726525017136,5.99049295774648,0.3,0.29673015873015873,0.0,209.42091341915005,4.273896192227552
CAR006,12.57,10,29.7,1779.0,27.85,0,1,322.6,0.54,2.32,69.3,7.569,0,1,0,9.15576694411415,0.10922077922077922,3.2625,0.5,0.3397142857142857,0.0,115.08799048751487,3.8750165147311404
CAR067,37.31,10,50.4,1922.0,26.2,0,0,108.7,0.85,3.82,168.86,21.626,1,0,0,7.808193840747249,0.12807059102214852,5.661256544502618,0.3,0.49967195767195766,0.0,291.32371219827985,5.780232384886505
CAR025,13.02,20,69.9,2871.0,39.9,1,0,113.1,0.57,2.4,152.05,12.369,0,0,1,12.292828846309323,0.08134824071029266,5.1537500000000005,0.1,0.4772698412698413,0.8312499999999999,160.05263157894737,2.2897372185829377
CAR088,30.74,10,56.7,2483.0,44.3,0,1,410.5,0.49,0.69,39.82,6.447,1,0,0,6.176516209089499,0.16190356604721245,9.343478260869565,0.8,0.40471957671957676,0.0,189.8661082674112,3.3486086114181868
CAR182,33.27,20,92.5,1610.0,29.1,0,1,210.9,0.14,0.51,41.3,5.373,0,1,0,7.686581053415224,0.13009685230024215,10.535294117647059,0.5,0.2998148148148148,0.0,255.73255164712452,2.764676234022968
CAR120,9.13,20,68.4,1823.0,34.2,1,2,399.8,0.28,0.98,67.32,8.6735,0,0,1,7.7615726062143295,0.12883986928104577,8.850510204081633,1.1,0.3171798941798942,0.7125,70.86315789473683,1.0360110803324096
CAR063,43.93,20,40.3,2252.0,19.9,1,0,368.6,0.36,1.93,78.84,11.826,0,0,1,6.666666666666667,0.15,6.127461139896374,0.1,0.3152010582010582,0.4145833333333333,292.8666666666667,7.2671629445823
CAR117,10.1,20,38.3,2940.0,32.5,0,0,322.9,0.15,2.01,67.53,8.686,0,1,0,7.774579783559751,0.12862431511920627,4.321393034825871,0.0,0.2664814814814815,0.0,78.52325581395348,2.050215556500091
CAR152,21.08,20,52.6,1964.0,18.9,1,0,306.7,0.12,2.66,134.24,18.672,1,0,0,7.189374464438732,0.13909415971394518,7.019548872180451,0.3,0.23537566137566138,0.39375,151.55201371036844,2.8812169906914153
CAR002,37.49,10,46.4,2705.0,40.3,0,0,329.2,0.66,0.58,26.12,3.653,1,0,0,7.150287434984944,0.13985451761102602,6.298275862068966,0.3,0.4591798941798942,0.0,268.06427593758553,5.777247326241068
CAR123,23.27,0,39.1,2717.0,18.5,0,0,166.4,0.43,4.19,143.44,11.284,1,0,0,12.711804324707549,0.07866703848298941,2.6930787589498806,0.3,0.36104761904761906,0.0,295.80368663594464,7.56531167866866
CAR092,9.3,0,62.9,2769.0,23.5,0,0,190.5,0.54,1.91,105.67,8.835,1,0,0,11.960384833050368,0.08360934986278036,4.625654450261781,0.3,0.4483386243386243,0.0,111.23157894736843,1.768387582629069
